geography_id,name,level,code,parent_geography_id,country,island_group,active
mun_0304920000,Pantabangan,municipality_city,0304920000,province_0304900000,Philippines,Luzon,true
mun_0304921000,Pe̱aranda,municipality_city,0304921000,province_0304900000,Philippines,Luzon,true
mun_0304922000,Quezon,municipality_city,0304922000,province_0304900000,Philippines,Luzon,true
mun_0304923000,Rizal,municipality_city,0304923000,province_0304900000,Philippines,Luzon,true
mun_0304924000,San Antonio,municipality_city,0304924000,province_0304900000,Philippines,Luzon,true
mun_0304925000,San Isidro,municipality_city,0304925000,province_0304900000,Philippines,Luzon,true
mun_0304926000,San Jose City,municipality_city,0304926000,province_0304900000,Philippines,Luzon,true
mun_0304927000,San Leonardo,municipality_city,0304927000,province_0304900000,Philippines,Luzon,true
mun_0304928000,Santa Rosa,municipality_city,0304928000,province_0304900000,Philippines,Luzon,true
mun_0304929000,Santo Domingo,municipality_city,0304929000,province_0304900000,Philippines,Luzon,true
mun_0304930000,Talavera,municipality_city,0304930000,province_0304900000,Philippines,Luzon,true
mun_0304931000,Talugtug,municipality_city,0304931000,province_0304900000,Philippines,Luzon,true
mun_0304932000,Zaragoza,municipality_city,0304932000,province_0304900000,Philippines,Luzon,true
mun_0305402000,Apalit,municipality_city,0305402000,province_0305400000,Philippines,Luzon,true
mun_0305403000,Arayat,municipality_city,0305403000,province_0305400000,Philippines,Luzon,true
mun_0305404000,Bacolor,municipality_city,0305404000,province_0305400000,Philippines,Luzon,true
mun_0305405000,Candaba,municipality_city,0305405000,province_0305400000,Philippines,Luzon,true
mun_0305406000,Floridablanca,municipality_city,0305406000,province_0305400000,Philippines,Luzon,true
mun_0305407000,Guagua,municipality_city,0305407000,province_0305400000,Philippines,Luzon,true
mun_0305408000,Lubao,municipality_city,0305408000,province_0305400000,Philippines,Luzon,true
mun_0305409000,Mabalacat City,municipality_city,0305409000,province_0305400000,Philippines,Luzon,true
mun_0305410000,Macabebe,municipality_city,0305410000,province_0305400000,Philippines,Luzon,true
mun_0305411000,Magalang,municipality_city,0305411000,province_0305400000,Philippines,Luzon,true
mun_0305412000,Masantol,municipality_city,0305412000,province_0305400000,Philippines,Luzon,true
mun_0305413000,Mexico,municipality_city,0305413000,province_0305400000,Philippines,Luzon,true
mun_0305414000,Minalin,municipality_city,0305414000,province_0305400000,Philippines,Luzon,true
mun_0305415000,Porac,municipality_city,0305415000,province_0305400000,Philippines,Luzon,true
mun_0305416000,City of San Fernando ,municipality_city,0305416000,province_0305400000,Philippines,Luzon,true
mun_0305417000,San Luis,municipality_city,0305417000,province_0305400000,Philippines,Luzon,true
mun_0305418000,San Simon,municipality_city,0305418000,province_0305400000,Philippines,Luzon,true
mun_0305419000,Santa Ana,municipality_city,0305419000,province_0305400000,Philippines,Luzon,true
mun_0305420000,Santa Rita,municipality_city,0305420000,province_0305400000,Philippines,Luzon,true
mun_0305421000,Sto. Tomas,municipality_city,0305421000,province_0305400000,Philippines,Luzon,true
mun_0305422000,Sasmuan,municipality_city,0305422000,province_0305400000,Philippines,Luzon,true
mun_0306901000,Anao,municipality_city,0306901000,province_0306900000,Philippines,Luzon,true
mun_0306902000,Bamban,municipality_city,0306902000,province_0306900000,Philippines,Luzon,true
mun_0306903000,Camiling,municipality_city,0306903000,province_0306900000,Philippines,Luzon,true
mun_0306904000,Capas,municipality_city,0306904000,province_0306900000,Philippines,Luzon,true
mun_0306905000,Concepcion,municipality_city,0306905000,province_0306900000,Philippines,Luzon,true
mun_0306906000,Gerona,municipality_city,0306906000,province_0306900000,Philippines,Luzon,true
mun_0306907000,La Paz,municipality_city,0306907000,province_0306900000,Philippines,Luzon,true
mun_0306908000,Mayantoc,municipality_city,0306908000,province_0306900000,Philippines,Luzon,true
mun_0306909000,Moncada,municipality_city,0306909000,province_0306900000,Philippines,Luzon,true
mun_0306910000,Paniqui,municipality_city,0306910000,province_0306900000,Philippines,Luzon,true
mun_0306911000,Pura,municipality_city,0306911000,province_0306900000,Philippines,Luzon,true
mun_0306912000,Ramos,municipality_city,0306912000,province_0306900000,Philippines,Luzon,true
mun_0306913000,San Clemente,municipality_city,0306913000,province_0306900000,Philippines,Luzon,true
mun_0306914000,San Manuel,municipality_city,0306914000,province_0306900000,Philippines,Luzon,true
mun_0306915000,Santa Ignacia,municipality_city,0306915000,province_0306900000,Philippines,Luzon,true
mun_0306916000,City of Tarlac ,municipality_city,0306916000,province_0306900000,Philippines,Luzon,true
mun_0306917000,Victoria,municipality_city,0306917000,province_0306900000,Philippines,Luzon,true
mun_0306918000,San Jose,municipality_city,0306918000,province_0306900000,Philippines,Luzon,true
mun_0307101000,Botolan,municipality_city,0307101000,province_0307100000,Philippines,Luzon,true
mun_0307102000,Cabangan,municipality_city,0307102000,province_0307100000,Philippines,Luzon,true
mun_0307103000,Candelaria,municipality_city,0307103000,province_0307100000,Philippines,Luzon,true
mun_0307104000,Castillejos,municipality_city,0307104000,province_0307100000,Philippines,Luzon,true
mun_0307105000,Iba ,municipality_city,0307105000,province_0307100000,Philippines,Luzon,true
mun_0307106000,Masinloc,municipality_city,0307106000,province_0307100000,Philippines,Luzon,true
mun_0307108000,Palauig,municipality_city,0307108000,province_0307100000,Philippines,Luzon,true
mun_0307109000,San Antonio,municipality_city,0307109000,province_0307100000,Philippines,Luzon,true
mun_0307110000,San Felipe,municipality_city,0307110000,province_0307100000,Philippines,Luzon,true
mun_0307111000,San Marcelino,municipality_city,0307111000,province_0307100000,Philippines,Luzon,true
mun_0307112000,San Narciso,municipality_city,0307112000,province_0307100000,Philippines,Luzon,true
mun_0307113000,Santa Cruz,municipality_city,0307113000,province_0307100000,Philippines,Luzon,true
mun_0307114000,Subic,municipality_city,0307114000,province_0307100000,Philippines,Luzon,true
mun_0307701000,Baler ,municipality_city,0307701000,province_0307700000,Philippines,Luzon,true
mun_0307702000,Casiguran,municipality_city,0307702000,province_0307700000,Philippines,Luzon,true
mun_0307703000,Dilasag,municipality_city,0307703000,province_0307700000,Philippines,Luzon,true
mun_0307704000,Dinalungan,municipality_city,0307704000,province_0307700000,Philippines,Luzon,true
mun_0307705000,Dingalan,municipality_city,0307705000,province_0307700000,Philippines,Luzon,true
mun_0307706000,Dipaculao,municipality_city,0307706000,province_0307700000,Philippines,Luzon,true
mun_0307707000,Maria Aurora,municipality_city,0307707000,province_0307700000,Philippines,Luzon,true
mun_0307708000,San Luis,municipality_city,0307708000,province_0307700000,Philippines,Luzon,true
mun_0330100000,City of Angeles,municipality_city,0330100000,province_0305400000,Philippines,Luzon,true
mun_0331400000,City of Olongapo,municipality_city,0331400000,province_0307100000,Philippines,Luzon,true
mun_0401001000,Agoncillo,municipality_city,0401001000,province_0401000000,Philippines,Luzon,true
mun_0401002000,Alitagtag,municipality_city,0401002000,province_0401000000,Philippines,Luzon,true
mun_0401003000,Balayan,municipality_city,0401003000,province_0401000000,Philippines,Luzon,true
mun_0401004000,Balete,municipality_city,0401004000,province_0401000000,Philippines,Luzon,true
mun_0401005000,Batangas City ,municipality_city,0401005000,province_0401000000,Philippines,Luzon,true
mun_0401006000,Bauan,municipality_city,0401006000,province_0401000000,Philippines,Luzon,true
mun_0401007000,City of Calaca,municipality_city,0401007000,province_0401000000,Philippines,Luzon,true
mun_0401008000,Calatagan,municipality_city,0401008000,province_0401000000,Philippines,Luzon,true
mun_0401009000,Cuenca,municipality_city,0401009000,province_0401000000,Philippines,Luzon,true
mun_0401010000,Ibaan,municipality_city,0401010000,province_0401000000,Philippines,Luzon,true
mun_0401011000,Laurel,municipality_city,0401011000,province_0401000000,Philippines,Luzon,true
mun_0401012000,Lemery,municipality_city,0401012000,province_0401000000,Philippines,Luzon,true
mun_0401013000,Lian,municipality_city,0401013000,province_0401000000,Philippines,Luzon,true
mun_0401014000,City of Lipa,municipality_city,0401014000,province_0401000000,Philippines,Luzon,true
mun_0401015000,Lobo,municipality_city,0401015000,province_0401000000,Philippines,Luzon,true
mun_0401016000,Mabini,municipality_city,0401016000,province_0401000000,Philippines,Luzon,true
mun_0401017000,Malvar,municipality_city,0401017000,province_0401000000,Philippines,Luzon,true
mun_0401018000,Mataasnakahoy,municipality_city,0401018000,province_0401000000,Philippines,Luzon,true
mun_0401019000,Nasugbu,municipality_city,0401019000,province_0401000000,Philippines,Luzon,true
mun_0401020000,Padre Garcia,municipality_city,0401020000,province_0401000000,Philippines,Luzon,true
mun_0401021000,Rosario,municipality_city,0401021000,province_0401000000,Philippines,Luzon,true
mun_0401022000,San Jose,municipality_city,0401022000,province_0401000000,Philippines,Luzon,true
mun_0401023000,San Juan,municipality_city,0401023000,province_0401000000,Philippines,Luzon,true
mun_0401024000,San Luis,municipality_city,0401024000,province_0401000000,Philippines,Luzon,true
mun_0401025000,San Nicolas,municipality_city,0401025000,province_0401000000,Philippines,Luzon,true
mun_0401026000,San Pascual,municipality_city,0401026000,province_0401000000,Philippines,Luzon,true
mun_0401027000,Santa Teresita,municipality_city,0401027000,province_0401000000,Philippines,Luzon,true
mun_0401028000,City of Sto. Tomas,municipality_city,0401028000,province_0401000000,Philippines,Luzon,true
mun_0401029000,Taal,municipality_city,0401029000,province_0401000000,Philippines,Luzon,true
mun_0401030000,Talisay,municipality_city,0401030000,province_0401000000,Philippines,Luzon,true
mun_0401031000,City of Tanauan,municipality_city,0401031000,province_0401000000,Philippines,Luzon,true
mun_0401032000,Taysan,municipality_city,0401032000,province_0401000000,Philippines,Luzon,true
mun_0401033000,Tingloy,municipality_city,0401033000,province_0401000000,Philippines,Luzon,true
mun_0401034000,Tuy,municipality_city,0401034000,province_0401000000,Philippines,Luzon,true
mun_0402101000,Alfonso,municipality_city,0402101000,province_0402100000,Philippines,Luzon,true
mun_0402102000,Amadeo,municipality_city,0402102000,province_0402100000,Philippines,Luzon,true
mun_0402103000,City of Bacoor,municipality_city,0402103000,province_0402100000,Philippines,Luzon,true
mun_0402104000,Carmona,municipality_city,0402104000,province_0402100000,Philippines,Luzon,true
mun_0402105000,City of Cavite,municipality_city,0402105000,province_0402100000,Philippines,Luzon,true
mun_0402106000,City of Dasmari̱as,municipality_city,0402106000,province_0402100000,Philippines,Luzon,true
mun_0402107000,General Emilio Aguinaldo,municipality_city,0402107000,province_0402100000,Philippines,Luzon,true
mun_0402108000,City of General Trias,municipality_city,0402108000,province_0402100000,Philippines,Luzon,true
mun_0402109000,City of Imus,municipality_city,0402109000,province_0402100000,Philippines,Luzon,true
mun_0402110000,Indang,municipality_city,0402110000,province_0402100000,Philippines,Luzon,true
mun_0402111000,Kawit,municipality_city,0402111000,province_0402100000,Philippines,Luzon,true
mun_0402112000,Magallanes,municipality_city,0402112000,province_0402100000,Philippines,Luzon,true
mun_0402113000,Maragondon,municipality_city,0402113000,province_0402100000,Philippines,Luzon,true
mun_0402114000,Mendez,municipality_city,0402114000,province_0402100000,Philippines,Luzon,true
mun_0402115000,Naic,municipality_city,0402115000,province_0402100000,Philippines,Luzon,true
mun_0402116000,Noveleta,municipality_city,0402116000,province_0402100000,Philippines,Luzon,true
mun_0402117000,Rosario,municipality_city,0402117000,province_0402100000,Philippines,Luzon,true
mun_0402118000,Silang,municipality_city,0402118000,province_0402100000,Philippines,Luzon,true
mun_0402119000,City of Tagaytay,municipality_city,0402119000,province_0402100000,Philippines,Luzon,true
mun_0402120000,Tanza,municipality_city,0402120000,province_0402100000,Philippines,Luzon,true
mun_0402121000,Ternate,municipality_city,0402121000,province_0402100000,Philippines,Luzon,true
mun_0402122000,City of Trece Martires ,municipality_city,0402122000,province_0402100000,Philippines,Luzon,true
mun_0402123000,Gen. Mariano Alvarez,municipality_city,0402123000,province_0402100000,Philippines,Luzon,true
mun_0403401000,Alaminos,municipality_city,0403401000,province_0403400000,Philippines,Luzon,true
mun_0403402000,Bay,municipality_city,0403402000,province_0403400000,Philippines,Luzon,true
mun_0403403000,City of Bi̱an,municipality_city,0403403000,province_0403400000,Philippines,Luzon,true
mun_0403404000,City of Cabuyao,municipality_city,0403404000,province_0403400000,Philippines,Luzon,true
mun_0403405000,City of Calamba,municipality_city,0403405000,province_0403400000,Philippines,Luzon,true
mun_0403406000,Calauan,municipality_city,0403406000,province_0403400000,Philippines,Luzon,true
mun_0403407000,Cavinti,municipality_city,0403407000,province_0403400000,Philippines,Luzon,true
mun_0403408000,Famy,municipality_city,0403408000,province_0403400000,Philippines,Luzon,true
mun_0403409000,Kalayaan,municipality_city,0403409000,province_0403400000,Philippines,Luzon,true
mun_0403410000,Liliw,municipality_city,0403410000,province_0403400000,Philippines,Luzon,true
mun_0403411000,Los Ba̱os,municipality_city,0403411000,province_0403400000,Philippines,Luzon,true
mun_0403412000,Luisiana,municipality_city,0403412000,province_0403400000,Philippines,Luzon,true
mun_0403413000,Lumban,municipality_city,0403413000,province_0403400000,Philippines,Luzon,true
mun_0403414000,Mabitac,municipality_city,0403414000,province_0403400000,Philippines,Luzon,true
mun_0403415000,Magdalena,municipality_city,0403415000,province_0403400000,Philippines,Luzon,true
mun_0403416000,Majayjay,municipality_city,0403416000,province_0403400000,Philippines,Luzon,true
mun_0403417000,Nagcarlan,municipality_city,0403417000,province_0403400000,Philippines,Luzon,true
mun_0403418000,Paete,municipality_city,0403418000,province_0403400000,Philippines,Luzon,true
mun_0403419000,Pagsanjan,municipality_city,0403419000,province_0403400000,Philippines,Luzon,true
mun_0403420000,Pakil,municipality_city,0403420000,province_0403400000,Philippines,Luzon,true
mun_0403421000,Pangil,municipality_city,0403421000,province_0403400000,Philippines,Luzon,true
mun_0403422000,Pila,municipality_city,0403422000,province_0403400000,Philippines,Luzon,true
mun_0403423000,Rizal,municipality_city,0403423000,province_0403400000,Philippines,Luzon,true
mun_0403424000,City of San Pablo,municipality_city,0403424000,province_0403400000,Philippines,Luzon,true
mun_0403425000,City of San Pedro,municipality_city,0403425000,province_0403400000,Philippines,Luzon,true
mun_0403426000,Santa Cruz ,municipality_city,0403426000,province_0403400000,Philippines,Luzon,true
mun_0403427000,Santa Maria,municipality_city,0403427000,province_0403400000,Philippines,Luzon,true
mun_0403428000,City of Santa Rosa,municipality_city,0403428000,province_0403400000,Philippines,Luzon,true
mun_0403429000,Siniloan,municipality_city,0403429000,province_0403400000,Philippines,Luzon,true
mun_0403430000,Victoria,municipality_city,0403430000,province_0403400000,Philippines,Luzon,true
mun_0405601000,Agdangan,municipality_city,0405601000,province_0405600000,Philippines,Luzon,true
mun_0405602000,Alabat,municipality_city,0405602000,province_0405600000,Philippines,Luzon,true
mun_0405603000,Atimonan,municipality_city,0405603000,province_0405600000,Philippines,Luzon,true
mun_0405605000,Buenavista,municipality_city,0405605000,province_0405600000,Philippines,Luzon,true
mun_0405606000,Burdeos,municipality_city,0405606000,province_0405600000,Philippines,Luzon,true
mun_0405607000,Calauag,municipality_city,0405607000,province_0405600000,Philippines,Luzon,true
mun_0405608000,Candelaria,municipality_city,0405608000,province_0405600000,Philippines,Luzon,true
mun_0405610000,Catanauan,municipality_city,0405610000,province_0405600000,Philippines,Luzon,true
mun_0405615000,Dolores,municipality_city,0405615000,province_0405600000,Philippines,Luzon,true
mun_0405616000,General Luna,municipality_city,0405616000,province_0405600000,Philippines,Luzon,true
mun_0405617000,General Nakar,municipality_city,0405617000,province_0405600000,Philippines,Luzon,true
mun_0405618000,Guinayangan,municipality_city,0405618000,province_0405600000,Philippines,Luzon,true
mun_0405619000,Gumaca,municipality_city,0405619000,province_0405600000,Philippines,Luzon,true
mun_0405620000,Infanta,municipality_city,0405620000,province_0405600000,Philippines,Luzon,true
mun_0405621000,Jomalig,municipality_city,0405621000,province_0405600000,Philippines,Luzon,true
mun_0405622000,Lopez,municipality_city,0405622000,province_0405600000,Philippines,Luzon,true
mun_0405623000,Lucban,municipality_city,0405623000,province_0405600000,Philippines,Luzon,true
mun_0405625000,Macalelon,municipality_city,0405625000,province_0405600000,Philippines,Luzon,true
mun_0405627000,Mauban,municipality_city,0405627000,province_0405600000,Philippines,Luzon,true
mun_0405628000,Mulanay,municipality_city,0405628000,province_0405600000,Philippines,Luzon,true
mun_0405629000,Padre Burgos,municipality_city,0405629000,province_0405600000,Philippines,Luzon,true
mun_0405630000,Pagbilao,municipality_city,0405630000,province_0405600000,Philippines,Luzon,true
mun_0405631000,Panukulan,municipality_city,0405631000,province_0405600000,Philippines,Luzon,true
mun_0405632000,Patnanungan,municipality_city,0405632000,province_0405600000,Philippines,Luzon,true
mun_0405633000,Perez,municipality_city,0405633000,province_0405600000,Philippines,Luzon,true
mun_0405634000,Pitogo,municipality_city,0405634000,province_0405600000,Philippines,Luzon,true
mun_0405635000,Plaridel,municipality_city,0405635000,province_0405600000,Philippines,Luzon,true
mun_0405636000,Polillo,municipality_city,0405636000,province_0405600000,Philippines,Luzon,true
mun_0405637000,Quezon,municipality_city,0405637000,province_0405600000,Philippines,Luzon,true
mun_0405638000,Real,municipality_city,0405638000,province_0405600000,Philippines,Luzon,true
mun_0405639000,Sampaloc,municipality_city,0405639000,province_0405600000,Philippines,Luzon,true
mun_0405640000,San Andres,municipality_city,0405640000,province_0405600000,Philippines,Luzon,true
mun_0405641000,San Antonio,municipality_city,0405641000,province_0405600000,Philippines,Luzon,true
mun_0405642000,San Francisco,municipality_city,0405642000,province_0405600000,Philippines,Luzon,true
mun_0405644000,San Narciso,municipality_city,0405644000,province_0405600000,Philippines,Luzon,true
mun_0405645000,Sariaya,municipality_city,0405645000,province_0405600000,Philippines,Luzon,true
mun_0405646000,Tagkawayan,municipality_city,0405646000,province_0405600000,Philippines,Luzon,true
mun_0405647000,City of Tayabas,municipality_city,0405647000,province_0405600000,Philippines,Luzon,true
mun_0405648000,Tiaong,municipality_city,0405648000,province_0405600000,Philippines,Luzon,true
mun_0405649000,Unisan,municipality_city,0405649000,province_0405600000,Philippines,Luzon,true
mun_0405801000,Angono,municipality_city,0405801000,province_0405800000,Philippines,Luzon,true
mun_0405802000,City of Antipolo ,municipality_city,0405802000,province_0405800000,Philippines,Luzon,true
mun_0405803000,Baras,municipality_city,0405803000,province_0405800000,Philippines,Luzon,true
mun_0405804000,Binangonan,municipality_city,0405804000,province_0405800000,Philippines,Luzon,true
mun_0405805000,Cainta,municipality_city,0405805000,province_0405800000,Philippines,Luzon,true
mun_0405806000,Cardona,municipality_city,0405806000,province_0405800000,Philippines,Luzon,true
mun_0405807000,Jala-Jala,municipality_city,0405807000,province_0405800000,Philippines,Luzon,true
mun_0405808000,Rodriguez,municipality_city,0405808000,province_0405800000,Philippines,Luzon,true
mun_0405809000,Morong,municipality_city,0405809000,province_0405800000,Philippines,Luzon,true
mun_0405810000,Pililla,municipality_city,0405810000,province_0405800000,Philippines,Luzon,true
mun_0405811000,San Mateo,municipality_city,0405811000,province_0405800000,Philippines,Luzon,true
mun_0405812000,Tanay,municipality_city,0405812000,province_0405800000,Philippines,Luzon,true
mun_0405813000,Taytay,municipality_city,0405813000,province_0405800000,Philippines,Luzon,true
mun_0405814000,Teresa,municipality_city,0405814000,province_0405800000,Philippines,Luzon,true
mun_0431200000,City of Lucena ,municipality_city,0431200000,province_0405600000,Philippines,Luzon,true
mun_0500501000,Bacacay,municipality_city,0500501000,province_0500500000,Philippines,Luzon,true
mun_0500502000,Camalig,municipality_city,0500502000,province_0500500000,Philippines,Luzon,true
mun_0500503000,Daraga,municipality_city,0500503000,province_0500500000,Philippines,Luzon,true
mun_0500504000,Guinobatan,municipality_city,0500504000,province_0500500000,Philippines,Luzon,true
mun_0500505000,Jovellar,municipality_city,0500505000,province_0500500000,Philippines,Luzon,true
mun_0500506000,City of Legazpi ,municipality_city,0500506000,province_0500500000,Philippines,Luzon,true
mun_0500507000,Libon,municipality_city,0500507000,province_0500500000,Philippines,Luzon,true
mun_0500508000,City of Ligao,municipality_city,0500508000,province_0500500000,Philippines,Luzon,true
mun_0500509000,Malilipot,municipality_city,0500509000,province_0500500000,Philippines,Luzon,true
mun_0500510000,Malinao,municipality_city,0500510000,province_0500500000,Philippines,Luzon,true
mun_0500511000,Manito,municipality_city,0500511000,province_0500500000,Philippines,Luzon,true
mun_0500512000,Oas,municipality_city,0500512000,province_0500500000,Philippines,Luzon,true
mun_0500513000,Pio Duran,municipality_city,0500513000,province_0500500000,Philippines,Luzon,true
mun_0500514000,Polangui,municipality_city,0500514000,province_0500500000,Philippines,Luzon,true
mun_0500515000,Rapu-Rapu,municipality_city,0500515000,province_0500500000,Philippines,Luzon,true
mun_0500516000,Santo Domingo,municipality_city,0500516000,province_0500500000,Philippines,Luzon,true
mun_0500517000,City of Tabaco,municipality_city,0500517000,province_0500500000,Philippines,Luzon,true
mun_0500518000,Tiwi,municipality_city,0500518000,province_0500500000,Philippines,Luzon,true
mun_0501601000,Basud,municipality_city,0501601000,province_0501600000,Philippines,Luzon,true
mun_0501602000,Capalonga,municipality_city,0501602000,province_0501600000,Philippines,Luzon,true
mun_0501603000,Daet ,municipality_city,0501603000,province_0501600000,Philippines,Luzon,true
mun_0501604000,San Lorenzo Ruiz,municipality_city,0501604000,province_0501600000,Philippines,Luzon,true
mun_0501605000,Jose Panganiban,municipality_city,0501605000,province_0501600000,Philippines,Luzon,true
mun_0501606000,Labo,municipality_city,0501606000,province_0501600000,Philippines,Luzon,true
mun_0501607000,Mercedes,municipality_city,0501607000,province_0501600000,Philippines,Luzon,true
mun_0501608000,Paracale,municipality_city,0501608000,province_0501600000,Philippines,Luzon,true
mun_0501609000,San Vicente,municipality_city,0501609000,province_0501600000,Philippines,Luzon,true
mun_0501610000,Santa Elena,municipality_city,0501610000,province_0501600000,Philippines,Luzon,true
mun_0501611000,Talisay,municipality_city,0501611000,province_0501600000,Philippines,Luzon,true
mun_0501612000,Vinzons,municipality_city,0501612000,province_0501600000,Philippines,Luzon,true
mun_0501701000,Baao,municipality_city,0501701000,province_0501700000,Philippines,Luzon,true
mun_0501702000,Balatan,municipality_city,0501702000,province_0501700000,Philippines,Luzon,true
mun_0501703000,Bato,municipality_city,0501703000,province_0501700000,Philippines,Luzon,true
mun_0501704000,Bombon,municipality_city,0501704000,province_0501700000,Philippines,Luzon,true
mun_0501705000,Buhi,municipality_city,0501705000,province_0501700000,Philippines,Luzon,true
mun_0501706000,Bula,municipality_city,0501706000,province_0501700000,Philippines,Luzon,true
mun_0501707000,Cabusao,municipality_city,0501707000,province_0501700000,Philippines,Luzon,true
mun_0501708000,Calabanga,municipality_city,0501708000,province_0501700000,Philippines,Luzon,true
mun_0501709000,Camaligan,municipality_city,0501709000,province_0501700000,Philippines,Luzon,true
mun_0501710000,Canaman,municipality_city,0501710000,province_0501700000,Philippines,Luzon,true
mun_0501711000,Caramoan,municipality_city,0501711000,province_0501700000,Philippines,Luzon,true
mun_0501712000,Del Gallego,municipality_city,0501712000,province_0501700000,Philippines,Luzon,true
mun_0501713000,Gainza,municipality_city,0501713000,province_0501700000,Philippines,Luzon,true
mun_0501714000,Garchitorena,municipality_city,0501714000,province_0501700000,Philippines,Luzon,true
mun_0501715000,Goa,municipality_city,0501715000,province_0501700000,Philippines,Luzon,true
mun_0501716000,City of Iriga,municipality_city,0501716000,province_0501700000,Philippines,Luzon,true
mun_0501717000,Lagonoy,municipality_city,0501717000,province_0501700000,Philippines,Luzon,true
mun_0501718000,Libmanan,municipality_city,0501718000,province_0501700000,Philippines,Luzon,true
mun_0501719000,Lupi,municipality_city,0501719000,province_0501700000,Philippines,Luzon,true
mun_0501720000,Magarao,municipality_city,0501720000,province_0501700000,Philippines,Luzon,true
mun_0501721000,Milaor,municipality_city,0501721000,province_0501700000,Philippines,Luzon,true
mun_0501722000,Minalabac,municipality_city,0501722000,province_0501700000,Philippines,Luzon,true
mun_0501723000,Nabua,municipality_city,0501723000,province_0501700000,Philippines,Luzon,true
mun_0501724000,City of Naga,municipality_city,0501724000,province_0501700000,Philippines,Luzon,true
mun_0501725000,Ocampo,municipality_city,0501725000,province_0501700000,Philippines,Luzon,true
mun_0501726000,Pamplona,municipality_city,0501726000,province_0501700000,Philippines,Luzon,true
mun_0501727000,Pasacao,municipality_city,0501727000,province_0501700000,Philippines,Luzon,true
mun_0501728000,Pili ,municipality_city,0501728000,province_0501700000,Philippines,Luzon,true
mun_0501729000,Presentacion,municipality_city,0501729000,province_0501700000,Philippines,Luzon,true
mun_0501730000,Ragay,municipality_city,0501730000,province_0501700000,Philippines,Luzon,true
mun_0501731000,Sag̱ay,municipality_city,0501731000,province_0501700000,Philippines,Luzon,true
mun_0501732000,San Fernando,municipality_city,0501732000,province_0501700000,Philippines,Luzon,true
mun_0501733000,San Jose,municipality_city,0501733000,province_0501700000,Philippines,Luzon,true
mun_0501734000,Sipocot,municipality_city,0501734000,province_0501700000,Philippines,Luzon,true
mun_0501735000,Siruma,municipality_city,0501735000,province_0501700000,Philippines,Luzon,true
mun_0501736000,Tigaon,municipality_city,0501736000,province_0501700000,Philippines,Luzon,true
mun_0501737000,Tinambac,municipality_city,0501737000,province_0501700000,Philippines,Luzon,true
mun_0502001000,Bagamanoc,municipality_city,0502001000,province_0502000000,Philippines,Luzon,true
mun_0502002000,Baras,municipality_city,0502002000,province_0502000000,Philippines,Luzon,true
mun_0502003000,Bato,municipality_city,0502003000,province_0502000000,Philippines,Luzon,true
mun_0502004000,Caramoran,municipality_city,0502004000,province_0502000000,Philippines,Luzon,true
mun_0502005000,Gigmoto,municipality_city,0502005000,province_0502000000,Philippines,Luzon,true
mun_0502006000,Pandan,municipality_city,0502006000,province_0502000000,Philippines,Luzon,true
mun_0502007000,Panganiban,municipality_city,0502007000,province_0502000000,Philippines,Luzon,true
mun_0502008000,San Andres,municipality_city,0502008000,province_0502000000,Philippines,Luzon,true
mun_0502009000,San Miguel,municipality_city,0502009000,province_0502000000,Philippines,Luzon,true
mun_0502010000,Viga,municipality_city,0502010000,province_0502000000,Philippines,Luzon,true
mun_0502011000,Virac ,municipality_city,0502011000,province_0502000000,Philippines,Luzon,true
mun_0504101000,Aroroy,municipality_city,0504101000,province_0504100000,Philippines,Luzon,true
mun_0504102000,Baleno,municipality_city,0504102000,province_0504100000,Philippines,Luzon,true
mun_0504103000,Balud,municipality_city,0504103000,province_0504100000,Philippines,Luzon,true
mun_0504104000,Batuan,municipality_city,0504104000,province_0504100000,Philippines,Luzon,true
mun_0504105000,Cataingan,municipality_city,0504105000,province_0504100000,Philippines,Luzon,true
mun_0504106000,Cawayan,municipality_city,0504106000,province_0504100000,Philippines,Luzon,true
mun_0504107000,Claveria,municipality_city,0504107000,province_0504100000,Philippines,Luzon,true
mun_0504108000,Dimasalang,municipality_city,0504108000,province_0504100000,Philippines,Luzon,true
mun_0504109000,Esperanza,municipality_city,0504109000,province_0504100000,Philippines,Luzon,true
mun_0504110000,Mandaon,municipality_city,0504110000,province_0504100000,Philippines,Luzon,true
mun_0504111000,City of Masbate ,municipality_city,0504111000,province_0504100000,Philippines,Luzon,true
mun_0504112000,Milagros,municipality_city,0504112000,province_0504100000,Philippines,Luzon,true
mun_0504113000,Mobo,municipality_city,0504113000,province_0504100000,Philippines,Luzon,true
mun_0504114000,Monreal,municipality_city,0504114000,province_0504100000,Philippines,Luzon,true
mun_0504115000,Palanas,municipality_city,0504115000,province_0504100000,Philippines,Luzon,true
mun_0504116000,Pio V. Corpus,municipality_city,0504116000,province_0504100000,Philippines,Luzon,true
mun_0504117000,Placer,municipality_city,0504117000,province_0504100000,Philippines,Luzon,true
mun_0504118000,San Fernando,municipality_city,0504118000,province_0504100000,Philippines,Luzon,true
mun_0504119000,San Jacinto,municipality_city,0504119000,province_0504100000,Philippines,Luzon,true
mun_0504120000,San Pascual,municipality_city,0504120000,province_0504100000,Philippines,Luzon,true
mun_0504121000,Uson,municipality_city,0504121000,province_0504100000,Philippines,Luzon,true
mun_0506202000,Barcelona,municipality_city,0506202000,province_0506200000,Philippines,Luzon,true
