crop_id,geography_id,date,price_php_per_kg,currency,price_unit,data_kind,dataset_version,reference_sources
avocado,province_0102800000,2024-12-01,63.89,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102800000,2025-01-01,61.46,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102800000,2025-02-01,60.47,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102800000,2025-03-01,58.06,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102800000,2025-04-01,60.45,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102800000,2025-05-01,61.95,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102800000,2025-06-01,63.23,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102800000,2025-07-01,63.05,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102800000,2025-08-01,62.87,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102800000,2025-09-01,63.74,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102800000,2025-10-01,65.77,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102800000,2025-11-01,68.13,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102800000,2025-12-01,66.45,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102800000,2026-01-01,64.04,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102800000,2026-02-01,63.25,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102800000,2026-03-01,60.78,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102800000,2026-04-01,62.77,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102800000,2026-05-01,64.70,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102800000,2026-06-01,67.50,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102800000,2026-07-01,65.83,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102800000,2026-08-01,65.70,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2023-09-01,48.71,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2023-10-01,50.84,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2023-11-01,52.63,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2023-12-01,50.74,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2024-01-01,49.16,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2024-02-01,48.34,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2024-03-01,47.46,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2024-04-01,48.68,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2024-05-01,49.75,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2024-06-01,51.04,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2024-07-01,52.20,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2024-08-01,51.13,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2024-09-01,51.95,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2024-10-01,53.61,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2024-11-01,55.49,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2024-12-01,54.41,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2025-01-01,51.71,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2025-02-01,50.22,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2025-03-01,50.35,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2025-04-01,50.41,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2025-05-01,53.07,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2025-06-01,53.47,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2025-07-01,53.32,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2025-08-01,53.17,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2025-09-01,54.23,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2025-10-01,55.40,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2025-11-01,57.45,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2025-12-01,56.99,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2026-01-01,55.08,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2026-02-01,52.53,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2026-03-01,51.76,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2026-04-01,52.98,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2026-05-01,54.49,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2026-06-01,57.59,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2026-07-01,56.91,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0102900000,2026-08-01,56.45,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2023-09-01,55.61,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2023-10-01,56.77,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2023-11-01,59.18,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2023-12-01,57.58,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2024-01-01,55.73,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2024-02-01,53.60,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2024-03-01,53.95,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2024-04-01,53.71,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2024-05-01,56.39,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2024-06-01,58.56,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2024-07-01,57.42,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2024-08-01,57.66,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2024-09-01,57.72,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2024-10-01,59.09,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2024-11-01,60.92,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2024-12-01,60.51,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2025-01-01,58.91,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2025-02-01,57.27,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2025-03-01,55.38,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2025-04-01,57.20,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2025-05-01,58.85,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2025-06-01,60.98,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2025-07-01,61.41,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2025-08-01,59.13,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2025-09-01,60.74,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2025-10-01,61.67,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2025-11-01,64.34,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2025-12-01,62.81,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2026-01-01,62.00,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2026-02-01,60.27,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2026-03-01,59.32,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2026-04-01,59.63,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2026-05-01,62.27,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2026-06-01,64.70,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2026-07-01,63.93,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0103300000,2026-08-01,62.72,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2023-09-01,54.44,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2023-10-01,55.03,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2023-11-01,57.26,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2023-12-01,55.98,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2024-01-01,54.34,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2024-02-01,52.22,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2024-03-01,52.19,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2024-04-01,53.01,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2024-05-01,55.10,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2024-06-01,56.82,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2024-07-01,55.77,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2024-08-01,54.30,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2024-09-01,56.23,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2024-10-01,58.55,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2024-11-01,59.95,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2024-12-01,59.48,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2025-01-01,56.53,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2025-02-01,55.41,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2025-03-01,53.68,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2025-04-01,55.39,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2025-05-01,57.62,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2025-06-01,59.88,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2025-07-01,58.30,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2025-08-01,58.36,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2025-09-01,58.75,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2025-10-01,60.50,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2025-11-01,63.55,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2025-12-01,61.00,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2026-01-01,59.14,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2026-02-01,58.88,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2026-03-01,57.90,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2026-04-01,57.63,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2026-05-01,60.06,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2026-06-01,62.34,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2026-07-01,60.68,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0105500000,2026-08-01,59.89,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0200900000,2023-09-01,49.50,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0200900000,2023-10-01,50.84,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0200900000,2023-11-01,52.17,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0200900000,2023-12-01,50.69,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0200900000,2024-01-01,50.01,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0200900000,2024-02-01,49.02,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0200900000,2024-03-01,47.51,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0200900000,2024-04-01,48.06,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0200900000,2024-05-01,49.85,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0200900000,2024-06-01,51.15,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0200900000,2024-07-01,51.63,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0200900000,2024-08-01,51.18,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0200900000,2024-09-01,52.57,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0200900000,2024-10-01,52.87,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0200900000,2024-11-01,54.78,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0200900000,2024-12-01,54.51,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
avocado,province_0200900000,2025-01-01,51.97,PHP,PHP/kg,synthetic_demo,demo-2026-09-v1,PSA-OPENSTAT-2M4AFN08|DA-PRICE-MONITORING
